6.7172,7.515,7.9569,7.9023,7.3373,6.3754,5.2073,4.0264,2.9702,2.1063,1.452,1.0005,0.7155,0.51311,0.29093,0.021433,-0.15965,0.010557,0.66247,1.5989,2.5061,3.2016,3.6421,3.8413,3.8128,3.5541,3.0608,2.3544,1.495,0.58154,-0.25616,-0.88276,-1.2026,-1.2007,-0.95101,-0.56733,-0.11096,0.46092,1.2233,2.1601,3.1467,4.0694,4.9254,5.7805,6.6641,7.5368,8.3323,8.9707,9.3325,9.2521,8.5579,7.1376,4.9979,2.3185,-0.48486,-2.7816,-3.9964,-3.9352,-2.8125,-1.104,0.60294,1.8326,2.4021,2.4139,2.1132,1.7317,1.4068,1.1937,1.1083,1.1544,1.3268,1.6109,1.9891,2.4442,2.9582,3.5068,4.0513,4.5319,4.8664,4.9625,4.7491,4.2288,3.5223,2.8413,2.3706,2.155,2.1218,2.1853,2.2679,2.267,2.058,1.5309,0.67855,-0.3156,-1.1063,-1.3433,-0.84445,0.31035,1.7905,3.1313,3.8848,3.7234,2.54,0.57927,-1.5561,-3.2462,-4.2067,-4.4406,-3.9833,-2.84,-1.1365,0.76437,2.4187,3.5633,4.1887,4.4133,4.3512,4.0688,3.6181,3.0992,2.6912,2.5863,2.8347,3.2785,3.714,4.081,4.4414,4.8663,5.3908,6.0201,6.7314,7.4625,8.1014,8.4839,8.4065,7.6652,6.163,4.116,2.2053,1.2449,1.4221,2.0546,2.4489,2.6767,3.209,4.2069,5.4211,6.5087,7.2501,7.568,7.5129,7.2585,7.0188,6.9634,7.2149,7.8174,8.6861,9.6136,10.328,10.575,10.176,9.0704,7.3115,5.0298,2.4141,-0.22103,-2.3708,-3.5505,-3.691,-3.1935,-2.5777,-2.0963,-1.6007,-0.77593,0.48341,1.9388,3.2276,4.1663,4.8155,5.3157,5.7449,6.1122,6.4201,6.6914,6.9569,7.2459,7.5814,7.9704,8.388,8.752,8.8948,8.5528,7.4144,5.2871,2.3806,-0.49345,-2.206,-2.0919,-0.57401,1.0339,1.6279
6.8721,4.777,2.1723,-0.47384,-2.6869,-4.1722,-4.9138,-5.1035,-4.9807,-4.7189,-4.4039,-4.0629,-3.7017,-3.3204,-2.9049,-2.4281,-1.8874,-1.3636,-1.0104,-0.92021,-1.0566,-1.3218,-1.6235,-1.903,-2.1351,-2.3124,-2.4246,-2.4452,-2.334,-2.0526,-1.5944,-1.0118,-0.40626,0.12607,0.55245,0.9054,1.2356,1.5758,1.9425,2.3598,2.8809,3.561,4.3864,5.2443,5.9302,6.1578,5.6389,4.2482,2.1341,-0.3033,-2.5436,-4.1613,-5.0115,-5.1718,-4.7204,-3.7333,-2.5297,-1.5994,-1.1313,-0.87018,-0.46697,0.20655,1.0581,1.9318,2.7259,3.4147,4.0134,4.5464,5.0382,5.5133,5.9899,6.4668,6.9091,7.2449,7.3752,7.1978,6.642,5.7014,4.4482,3.0234,1.6131,0.41413,-0.42557,-0.8695,-0.99457,-0.92323,-0.75855,-0.56579,-0.37797,-0.21211,-0.080401,0.032173,0.20308,0.54475,1.0985,1.7576,2.3269,2.6664,2.7602,2.6558,2.3908,2.0306,1.7518,1.7779,2.136,2.5244,2.5376,1.995,1.0318,0.041199,-0.47097,-0.1394,1.0592,2.8651,4.9477,7.0293,8.8753,10.275,11.096,11.364,11.238,10.894,10.436,9.9312,9.4528,9.0519,8.7224,8.4215,8.0914,7.6552,7.0114,6.0497,4.6988,2.9879,1.0835,-0.72922,-2.1268,-2.8679,-2.9377,-2.5882,-2.0842,-1.4831,-0.84102,-0.31014,0.0046921,0.05245,-0.13322,-0.33757,-0.2076,0.55077,1.9544,3.7034,5.3941,6.7411,7.5986,7.8504,7.3341,5.9049,3.6095,0.79539,-1.9672,-4.1413,-5.5069,-6.1958,-6.3793,-5.9765,-4.812,-3.1032,-1.4602,-0.28215,0.48436,1.0572,1.5791,2.0573,2.3742,2.4225,2.2579,2.048,1.9078,1.8688,1.952,2.1764,2.5296,2.974,3.4615,3.9317,4.3029,4.4635,4.2774,3.6178,2.4358,0.84245,-0.85119,-2.1929,-2.7661,-2.4686,-1.7587,-1.2929,-1.0474,-0.52167,0.32097
-1.6871,-2.8976,-3.3362,-3.0059,-2.0456,-0.744,0.50037,1.354,1.6899,1.5663,1.1306,0.54083,-0.069945,-0.61131,-1.0365,-1.3236,-1.4526,-1.4079,-1.2121,-0.92922,-0.61565,-0.29674,0.016204,0.30829,0.55655,0.73272,0.80885,0.76703,0.61401,0.39474,0.19445,0.11596,0.23448,0.56294,1.0601,1.671,2.3553,3.0834,3.8163,4.4957,5.0475,5.3805,5.3644,4.8318,3.6615,1.9333,0.022258,-1.535,-2.3165,-2.1573,-1.1478,0.31709,1.573,2.0082,1.4567,0.33654,-0.66562,-1.1816,-1.2939,-1.177,-0.89827,-0.49215,-0.00055731,0.57032,1.252,2.0659,2.9854,3.9243,4.7441,5.2773,5.3671,4.9147,3.9156,2.4713,0.77499,-0.92005,-2.3561,-3.3511,-3.858,-3.9456,-3.7237,-3.2917,-2.7364,-2.1351,-1.5419,-0.98358,-0.4701,-0.0038199,0.41793,0.8011,1.1542,1.4877,1.818,2.1885,2.685,3.3819,4.2295,5.0262,5.546,5.6932,5.5454,5.2891,5.0941,5.0304,5.1227,5.398,5.8227,6.2646,6.5899,6.7397,6.7621,6.7762,6.8677,7.0198,7.1045,6.8707,6.0041,4.3446,2.1299,-0.050425,-1.6225,-2.362,-2.4245,-2.1171,-1.6718,-1.2028,-0.76932,-0.41833,-0.19241,-0.12304,-0.21644,-0.43092,-0.66333,-0.76887,-0.6255,-0.22812,0.24705,0.51822,0.44915,0.18946,-0.012771,-0.033383,0.11885,0.39301,0.73938,1.1012,1.4356,1.7432,2.0423,2.3327,2.6102,2.882,3.1091,3.1485,2.7964,1.9295,0.65601,-0.66089,-1.5721,-1.7507,-1.0914,0.17991,1.4386,1.9336,1.2457,-0.44542,-2.3779,-3.6826,-4.0487,-3.7464,-3.1445,-2.4479,-1.7327,-1.0443,-0.45038,-0.011284,0.28237,0.49486,0.68141,0.86673,1.0576,1.2555,1.4622,1.6754,1.8766,2.0201,2.036,1.8603,1.4936,1.0478,0.72763,0.72573,1.0756,1.5415,1.7217,1.4575,1.0417,0.77481,0.68478,0.78691,1.1092
0.80171,1.7242,2.3576,2.4509,2.1993,2.0417,2.3001,2.9869,3.8919,4.7687,5.4541,5.8849,6.0683,6.0467,5.8738,5.6061,5.3029,5.0228,4.8086,4.6776,4.6317,4.6704,4.7939,4.9973,5.2651,5.5692,5.8732,6.1414,6.3499,6.4956,6.5946,6.6705,6.7384,6.7993,6.8455,6.8641,6.8328,6.7142,6.4567,6.0056,5.3162,4.3695,3.2034,1.9635,0.91721,0.36645,0.45262,0.98694,1.5242,1.7246,1.6861,1.8637,2.6051,3.7899,4.9148,5.5175,5.5531,5.3004,5.0076,4.7836,4.6737,4.6938,4.8186,4.9878,5.1222,5.1255,4.8833,4.2822,3.2611,1.8735,0.31367,-1.1358,-2.2121,-2.7604,-2.7417,-2.1924,-1.2281,-0.07936,0.9424,1.5747,1.7223,1.4746,1.0345,0.60981,0.33414,0.25672,0.37421,0.66305,1.0962,1.6469,2.2858,2.977,3.6734,4.3127,4.8161,5.0778,4.9609,4.3611,3.3227,2.068,0.88213,-0.036091,-0.63828,-0.99343,-1.2152,-1.3777,-1.4482,-1.2821,-0.7176,0.29187,1.5959,2.897,3.8738,4.2656,3.9145,2.8284,1.2775,-0.2084,-1.0733,-1.0412,-0.22358,0.98706,2.1655,3.0731,3.684,4.0794,4.3526,4.5671,4.7528,4.9219,5.0861,5.2572,5.4318,5.5828,5.6874,5.7679,5.88,6.0388,6.196,6.3138,6.401,6.4771,6.5526,6.6333,6.726,6.8415,6.9931,7.1861,7.3979,7.5596,7.563,7.303,6.7265,5.8777,4.9398,4.2105,3.9461,4.1376,4.4456,4.4813,4.2426,4.2198,4.9153,6.2406,7.4686,7.7931,6.9887,5.5298,4.0555,2.8834,2.0489,1.5118,1.2363,1.1882,1.3221,1.5876,1.9478,2.3872,2.9065,3.5079,4.1774,4.8696,5.506,5.9926,6.2417,6.195,5.8588,5.3413,4.8337,4.5043,4.3894,4.4082,4.4996,4.7079,5.0726,5.5001,5.8712,6.1747,6.4507,6.7334,7.0583
0.56762,1.0405,1.6649,2.329,2.8772,3.2582,3.4951,3.5957,3.5597,3.4268,3.2771,3.1923,3.2193,3.3596,3.5831,3.8471,4.1096,4.3327,4.4869,4.5561,4.5353,4.4217,4.2075,3.88,3.4266,2.8442,2.1532,1.4092,0.70302,0.13955,-0.20206,-0.30444,-0.21968,-0.04343,0.1242,0.20815,0.16852,-0.00051935,-0.27299,-0.59451,-0.89248,-1.0911,-1.1241,-0.95414,-0.60887,-0.18478,0.25615,0.78934,1.5196,2.3887,3.222,3.9423,4.5976,5.2032,5.6914,5.982,6.0148,5.7767,5.3334,4.7907,4.2255,3.6611,3.0868,2.4791,1.8102,1.0625,0.2566,-0.52221,-1.1263,-1.3951,-1.2335,-0.67959,0.075337,0.75378,1.14,1.2159,1.18,1.3196,1.8229,2.6786,3.7172,4.7156,5.499,6.0083,6.2999,6.4793,6.6274,6.7662,6.8612,6.8386,6.6101,6.1048,5.298,4.2169,2.9172,1.4624,-0.045891,-1.4131,-2.3907,-2.8283,-2.7621,-2.3496,-1.7538,-1.0836,-0.39395,0.29651,0.97629,1.6089,2.1222,2.4522,2.5986,2.6171,2.5565,2.4355,2.2931,2.233,2.3587,2.6198,2.8026,2.8079,2.8491,3.2427,4.0771,5.1656,6.2159,6.9801,7.3162,7.1981,6.6992,5.9536,5.1056,4.2657,3.4901,2.7799,2.0936,1.3762,0.60498,-0.15755,-0.75698,-1.0362,-0.94677,-0.56366,-0.020617,0.54874,1.0397,1.3889,1.5744,1.6005,1.4801,1.2372,0.9157,0.57591,0.28492,0.11965,0.1588,0.45312,1.0233,1.9022,3.1067,4.5074,5.8249,6.8419,7.4911,7.6796,7.3103,6.6196,6.1102,6.0012,6.1558,6.4113,6.6953,6.9839,7.2759,7.5944,7.9863,8.5103,9.2067,10.048,10.888,11.455,11.413,10.505,8.7213,6.3235,3.6651,1.0561,-1.2099,-2.8484,-3.7044,-3.8241,-3.3757,-2.5601,-1.574,-0.56555,0.4267,1.4583,2.5639,3.6751,4.6756,5.4506,5.881
-0.84263,-0.51452,-0.30835,-0.21493,-0.1607,-0.079996,0.019826,0.081052,0.058548,-0.048052,-0.20739,-0.38762,-0.57192,-0.75509,-0.93374,-1.1011,-1.2486,-1.3713,-1.472,-1.5604,-1.6505,-1.7573,-1.8951,-2.072,-2.2829,-2.501,-2.6727,-2.7244,-2.5875,-2.2361,-1.7127,-1.1148,-0.54574,-0.069447,0.30527,0.61122,0.89868,1.2137,1.5808,1.9902,2.3948,2.7257,2.9302,3.0159,3.0653,3.1851,3.4309,3.8013,4.2698,4.7758,5.2106,5.4097,5.1527,4.232,2.6197,0.58468,-1.408,-2.9501,-3.8635,-4.1977,-4.1237,-3.8287,-3.4544,-3.0782,-2.7187,-2.3505,-1.9284,-1.4262,-0.87829,-0.37907,-0.0051354,0.2756,0.59649,1.0756,1.7157,2.4191,3.0908,3.7242,4.3922,5.1676,6.0375,6.8473,7.3187,7.1965,6.423,5.1518,3.606,1.9551,0.30373,-1.2536,-2.5881,-3.5605,-4.1009,-4.2557,-4.138,-3.8331,-3.3533,-2.6869,-1.8984,-1.1425,-0.55238,-0.14964,0.13169,0.37556,0.64868,1.0014,1.4764,2.0991,2.843,3.6122,4.2764,4.7403,4.9812,5.0437,5.0172,4.9963,5.046,5.1931,5.4082,5.5945,5.6519,5.5088,5.0726,4.2345,2.9504,1.3121,-0.44754,-2.0273,-3.1894,-3.8674,-4.16,-4.2315,-4.2145,-4.1718,-4.1027,-3.9637,-3.6846,-3.1888,-2.446,-1.5306,-0.61039,0.14763,0.65472,0.91127,0.97398,0.91859,0.81437,0.7139,0.65514,0.6673,0.77081,0.96937,1.243,1.553,1.8643,2.176,2.5211,2.9244,3.362,3.7575,3.9955,3.8848,3.1401,1.5902,-0.47474,-2.3587,-3.5225,-3.8385,-3.4004,-2.3821,-0.96818,0.69823,2.5232,4.4339,6.3223,7.9604,8.9302,8.6944,6.8914,3.6653,-0.27093,-3.8589,-6.2163,-7.2306,-7.4103,-7.1319,-6.3422,-4.8743,-2.8551,-0.7054,1.1676,2.5592,3.4561,3.9556,4.1697,4.1625,3.9551,3.5569,2.9821,2.2574,1.4299
-1.459,-1.2425,-0.92845,-0.57191,-0.20637,0.16238,0.53755,0.91463,1.2784,1.6086,1.888,2.1061,2.2615,2.359,2.4069,2.4152,2.3936,2.3494,2.2853,2.1985,2.081,1.9197,1.6968,1.3896,0.97319,0.42871,-0.24149,-0.99418,-1.7341,-2.3319,-2.6743,-2.7162,-2.4912,-2.0768,-1.5489,-0.95661,-0.3168,0.38054,1.164,2.0656,3.0946,4.2037,5.2756,6.1606,6.7456,6.989,6.8924,6.4575,5.6666,4.5003,2.9903,1.2615,-0.46199,-1.8749,-2.6801,-2.727,-2.0594,-0.87381,0.52825,1.8308,2.8129,3.3913,3.5885,3.4775,3.1449,2.6798,2.181,1.7615,1.529,1.5385,1.7637,2.1336,2.6045,3.1822,3.8824,4.6916,5.5448,6.3125,6.7989,6.7542,5.9219,4.1643,1.6553,-1.052,-3.2791,-4.6384,-5.1772,-5.1534,-4.7547,-4.0066,-2.8675,-1.4009,0.13893,1.4103,2.1593,2.3085,1.9544,1.3382,0.76232,0.44375,0.42805,0.64325,1.0008,1.4444,1.9489,2.5022,3.0886,3.6718,4.1817,4.5181,4.5826,4.3267,3.784,3.0613,2.2859,1.543,0.85002,0.18922,-0.42875,-0.93425,-1.2644,-1.4513,-1.5997,-1.774,-1.9204,-1.885,-1.5019,-0.71133,0.35023,1.3852,2.0975,2.3394,2.1288,1.5757,0.80584,-0.079224,-0.99708,-1.8513,-2.5041,-2.8121,-2.7137,-2.2724,-1.6264,-0.90857,-0.20497,0.44603,1.036,1.5707,2.0626,2.5296,2.9945,3.4804,4.0015,4.5498,5.089,5.5591,5.887,5.9837,5.7373,5.0486,3.9164,2.514,1.2026,0.44817,0.57104,1.4662,2.6959,3.8432,4.6741,5.1462,5.368,5.5012,5.6525,5.7866,5.6594,4.8484,3.0369,0.47949,-1.9518,-3.4007,-3.4633,-2.0995,0.13606,1.9964,2.438,1.3116,-0.75848,-2.7703,-3.9192,-4.017,-3.3528,-2.3258,-1.2256,-0.20923,0.66405,1.3754,1.9171,2.3013,2.5731,2.7959,3.0255
8.2564,8.315,8.3459,8.3409,8.3176,8.3018,8.3136,8.3613,8.4436,8.5509,8.6683,8.7798,8.8736,8.9472,9.0073,9.0672,9.1415,9.2432,9.3814,9.5608,9.7798,10.029,10.287,10.524,10.696,10.753,10.647,10.336,9.8073,9.0935,8.2782,7.4724,6.7738,6.2406,5.8926,5.7242,5.7145,5.8277,6.0043,6.1459,6.1036,5.6967,4.7899,3.3953,1.6954,-0.050348,-1.6087,-2.8173,-3.6065,-3.9997,-4.0674,-3.8527,-3.3445,-2.5669,-1.7002,-1.0142,-0.61976,-0.36277,0.019967,0.69763,1.6834,2.8894,4.1959,5.4839,6.6423,7.5779,8.2397,8.639,8.8369,8.8993,8.8612,8.7285,8.4936,8.1344,7.6073,6.8512,5.8063,4.4364,2.7591,0.89181,-0.90557,-2.2598,-2.8138,-2.3871,-1.1201,0.48317,1.7875,2.3746,2.1768,1.4215,0.5346,-0.012067,0.09266,0.88375,2.1693,3.636,4.9459,5.8628,6.3669,6.6104,6.7494,6.8474,6.8911,6.837,6.6394,6.2633,5.6868,4.8956,3.8831,2.6741,1.3599,0.10335,-0.91777,-1.5907,-1.9056,-1.9259,-1.7299,-1.3738,-0.88777,-0.29841,0.34678,0.9841,1.5561,2.0085,2.2715,2.2877,2.1076,1.9615,2.1724,2.94,4.1862,5.5939,6.798,7.584,7.9519,8.0315,7.9612,7.8205,7.6296,7.3896,7.1216,6.8702,6.6825,6.5878,6.5905,6.6714,6.7927,6.9038,6.9499,6.8822,6.6659,6.2832,5.7296,5.009,4.1325,3.1196,2.0023,0.83633,-0.27728,-1.1922,-1.7673,-1.9365,-1.7428,-1.3376,-0.87386,-0.30963,0.55384,1.8125,3.349,4.917,6.2728,7.2332,7.6489,7.3802,6.3738,4.8683,3.5205,3.0522,3.5054,4.0342,3.7796,2.9365,2.6553,3.6765,5.4764,6.8976,7.1467,6.2065,4.6844,3.2881,2.393,2.0048,1.9741,2.1606,2.4773,2.8785,3.3426,3.8626,4.4407,5.0857,5.8083
-1.8681,-1.5525,-0.93258,-0.16773,0.59384,1.2381,1.6914,1.9192,1.9211,1.7259,1.3861,0.96958,0.55072,0.1978,-0.0371,-0.1235,-0.052227,0.1689,0.5196,0.96933,1.4767,1.9888,2.4461,2.7972,3.0208,3.144,3.2386,3.3898,3.6486,4.0024,4.3849,4.7165,4.94,5.0276,4.9694,4.7567,4.3715,3.7828,2.9515,1.853,0.52367,-0.88478,-2.1082,-2.888,-3.1062,-2.7909,-2.0357,-0.9776,0.17122,1.1379,1.6786,1.6827,1.2386,0.62119,0.14659,-0.033009,0.03053,0.2364,0.55386,0.99653,1.5578,2.1929,2.8231,3.3346,3.5906,3.4794,2.9811,2.1875,1.2537,0.32697,-0.47968,-1.0859,-1.4542,-1.6098,-1.6348,-1.6268,-1.65,-1.6974,-1.6823,-1.4752,-1.0123,-0.43791,-0.078286,-0.096855,-0.20609,0.084978,0.99686,2.3545,3.7768,4.8935,5.5163,5.7355,5.8379,6.066,6.4415,6.7613,6.7173,6.0983,4.946,3.4872,1.9432,0.44752,-0.9182,-2.0763,-2.9456,-3.4767,-3.6875,-3.6607,-3.4951,-3.2487,-2.9185,-2.4723,-1.9064,-1.2748,-0.66421,-0.14465,0.2564,0.55296,0.79234,1.0466,1.3936,1.8922,2.5721,3.434,4.4335,5.4555,6.3427,6.9926,7.4037,7.5591,7.2905,6.3604,4.7285,2.6979,0.75426,-0.68482,-1.384,-1.2998,-0.56852,0.5354,1.69,2.637,3.2361,3.4488,3.2941,2.8152,2.0686,1.1315,0.11055,-0.86316,-1.6638,-2.2145,-2.5146,-2.6256,-2.6246,-2.5579,-2.4182,-2.1539,-1.7089,-1.0905,-0.41144,0.16522,0.55115,0.79442,1.007,1.2673,1.6039,2.0068,2.4371,2.8388,3.1222,3.1487,2.7959,2.0986,1.3283,0.86165,0.89649,1.3733,2.2598,3.5634,4.9472,5.9183,6.3945,6.5266,6.3034,5.8231,5.4909,5.5795,5.9409,6.2999,6.5499,6.7038,6.7922,6.8292,6.8188,6.7622,6.662,6.5214,6.3383,6.0956,5.7534
-2.3756,-1.2046,-0.27541,0.33238,0.63101,0.69141,0.60461,0.45585,0.31304,0.2252,0.22421,0.326,0.52903,0.81441,1.1508,1.5027,1.838,2.13,2.3538,2.4807,2.4762,2.3068,1.9561,1.441,0.81527,0.15254,-0.48197,-1.0505,-1.5375,-1.9318,-2.2191,-2.3945,-2.4762,-2.5024,-2.5163,-2.5533,-2.6342,-2.7578,-2.8875,-2.9309,-2.7358,-2.1485,-1.1606,-0.015143,0.91508,1.4027,1.5089,1.5098,1.7117,2.2843,3.1899,4.2118,5.0716,5.6025,5.8472,5.9617,6.0577,6.1646,6.265,6.3102,6.2154,5.8708,5.1797,4.1097,2.7375,1.2617,-0.052125,-0.9734,-1.3893,-1.3075,-0.81147,-0.026998,0.8977,1.8196,2.6332,3.2807,3.7333,3.9626,3.9421,3.7041,3.4049,3.268,3.3736,3.5657,3.7017,3.866,4.2088,4.7564,5.4429,6.1745,6.8155,7.1846,7.1081,6.4478,5.0899,3.0052,0.41943,-2.1063,-3.9532,-4.8709,-5.0201,-4.6742,-3.9956,-3.031,-1.8195,-0.4845,0.77037,1.742,2.305,2.4327,2.191,1.7272,1.2378,0.90074,0.81379,0.98305,1.3555,1.859,2.4309,3.0323,3.6471,4.2643,4.854,5.3474,5.6308,5.5704,5.0746,4.1391,2.8084,1.1297,-0.77929,-2.6136,-3.9614,-4.5802,-4.4991,-3.8796,-2.9275,-1.9047,-1.0813,-0.62663,-0.55391,-0.76319,-1.1242,-1.5292,-1.9055,-2.2005,-2.3605,-2.3193,-2.0081,-1.3897,-0.50286,0.52065,1.4955,2.2548,2.6986,2.8,2.5925,2.1696,1.6883,1.342,1.2865,1.5577,2.0678,2.6923,3.3537,4.0223,4.6682,5.2207,5.563,5.5685,5.1663,4.4132,3.5322,2.8289,2.4925,2.4696,2.5829,2.7082,2.7574,2.6158,2.2715,1.9371,1.7331,1.4062,0.66596,-0.40569,-1.4695,-2.2696,-2.6778,-2.6649,-2.3239,-1.8009,-1.214,-0.63029,-0.085296,0.39666,0.794,1.0872,1.2607,1.3057,1.2226
