-200,0.75,0.74196,0.90997,0.010723
-197.66,0.7525,0.74402,0.91377,0.011269
-195.34,0.75473,0.7458,0.91711,0.011836
-193.04,0.75672,0.74731,0.92002,0.012427
-190.75,0.75848,0.74859,0.92256,0.013039
-187.32,0.76079,0.75013,0.92577,0.014014
-183.99,0.76269,0.75123,0.92826,0.015023
-180.76,0.76422,0.75194,0.93014,0.016069
-177.56,0.76544,0.7523,0.93145,0.017173
-174.98,0.7662,0.75232,0.9321,0.018114
-172.25,0.76679,0.7521,0.93241,0.019163
-169.29,0.76723,0.7516,0.93235,0.020365
-166.03,0.76749,0.75079,0.9319,0.02177
-162.57,0.7676,0.74966,0.93105,0.023366
-158.78,0.76754,0.74817,0.92975,0.025238
-154.7,0.76731,0.74627,0.92799,0.027415
-150.38,0.76691,0.74397,0.92573,0.029915
-145.23,0.76622,0.7408,0.92252,0.033178
-139.98,0.76529,0.73709,0.91864,0.036847
-134.73,0.76409,0.73285,0.91412,0.040889
-129.57,0.76264,0.72812,0.90897,0.045268
-124.31,0.76084,0.72268,0.90293,0.050164
-119.21,0.75875,0.71674,0.89624,0.055366
-114.28,0.75636,0.71034,0.88892,0.060853
-109.52,0.75368,0.70348,0.88097,0.066599
-104.82,0.75061,0.69601,0.87218,0.072731
-100.33,0.74721,0.68816,0.86281,0.079027
-96.081,0.7435,0.68,0.85292,0.085406
-92.075,0.73948,0.6716,0.84257,0.091791
-88.361,0.73523,0.66315,0.83198,0.098041
-84.86,0.73071,0.65456,0.82106,0.10422
-81.55,0.72595,0.64586,0.80983,0.11033
-78.415,0.72095,0.63708,0.79836,0.11633
-75.853,0.71649,0.6295,0.78833,0.1214
-73.436,0.7119,0.62198,0.77823,0.12631
-71.184,0.7072,0.61457,0.76814,0.13098
-69.115,0.70243,0.60736,0.75816,0.13535
-68.721,0.70146,0.60593,0.75616,0.13619
-68.334,0.70049,0.60452,0.75417,0.13701
-67.955,0.69952,0.60311,0.75219,0.13782
-67.585,0.69855,0.60172,0.75022,0.13861
-67.476,0.69826,0.60131,0.74964,0.13884
-67.368,0.69797,0.6009,0.74905,0.13908
-67.26,0.69768,0.60049,0.74847,0.13931
-67.153,0.69739,0.60008,0.74789,0.13954
-67.133,0.69733,0.6,0.74778,0.13958
-65.741,0.68223,0.58561,0.72319,0.14163
-64.462,0.66851,0.5726,0.70092,0.14347
-63.276,0.65598,0.56077,0.68063,0.14515
-62.158,0.64451,0.54996,0.66206,0.14671
-60.887,0.63214,0.53826,0.642,0.14851
-59.644,0.62092,0.52759,0.62376,0.1503
-58.412,0.61074,0.51782,0.60713,0.15215
-57.19,0.60149,0.50884,0.59194,0.15403
-56.121,0.59393,0.50144,0.57948,0.15572
-55.091,0.58699,0.49462,0.56801,0.15737
-54.108,0.58061,0.48832,0.55745,0.15896
-53.167,0.57474,0.4825,0.54771,0.16049
-52.264,0.56944,0.4772,0.53886,0.16199
-51.334,0.56456,0.47219,0.53062,0.16361
-50.312,0.56009,0.46738,0.52289,0.16553
-49.118,0.55603,0.46265,0.51557,0.16795
-47.773,0.55266,0.45821,0.50906,0.17089
-46.134,0.5497,0.45366,0.5028,0.17471
-44.146,0.5472,0.44893,0.49678,0.1796
-41.775,0.54523,0.44398,0.49101,0.18571
-39.061,0.54387,0.4389,0.48564,0.19301
-35.98,0.54314,0.43361,0.48063,0.20166
-32.57,0.54314,0.42819,0.47611,0.21164
-28.887,0.54399,0.42274,0.47227,0.22289
-26.264,0.54513,0.41909,0.47019,0.2312
-23.574,0.54682,0.41558,0.46867,0.24001
-20.844,0.54918,0.41229,0.46789,0.24925
-18.1,0.55236,0.40935,0.46809,0.25891
-15.838,0.55576,0.40727,0.46919,0.2672
-13.595,0.56008,0.40563,0.47143,0.27576
-11.381,0.56555,0.40457,0.4751,0.28465
-9.2022,0.5724,0.40418,0.48048,0.29388
-8.8308,0.57373,0.40419,0.4816,0.29551
-8.4604,0.57511,0.40422,0.48278,0.29715
-8.0908,0.57654,0.40427,0.48401,0.29881
-7.7221,0.57802,0.40434,0.4853,0.30047
-7.3541,0.57953,0.40443,0.48664,0.30215
-6.9866,0.58109,0.40453,0.48802,0.30384
-6.6196,0.58269,0.40466,0.48945,0.30554
-6.2528,0.58431,0.40479,0.49091,0.30724
-5.5191,0.58763,0.40506,0.49391,0.31068
-4.7834,0.59092,0.40529,0.49684,0.31413
-4.0429,0.59401,0.40538,0.49949,0.31755
-3.2943,0.59668,0.40522,0.50158,0.32088
-3.1188,0.59722,0.40513,0.50196,0.32164
-2.9425,0.59771,0.40501,0.50227,0.32239
-2.7655,0.59816,0.40487,0.50253,0.32314
-2.5876,0.59856,0.40471,0.50272,0.32387
-2.4089,0.59891,0.40451,0.50285,0.32459
-2.2292,0.59921,0.40429,0.50291,0.3253
-2.0486,0.59944,0.40403,0.50289,0.32599
-1.8668,0.59963,0.40374,0.50281,0.32668
-1.7391,0.59973,0.40353,0.50272,0.32716
-1.6109,0.59982,0.4033,0.5026,0.32763
-1.4821,0.59988,0.40306,0.50245,0.3281
-1.3527,0.59992,0.40281,0.50227,0.32857
-1.2227,0.59996,0.40256,0.5021,0.32903
-1.0921,0.59999,0.40229,0.5019,0.3295
-0.96088,0.59998,0.40201,0.50166,0.32996
-0.829,0.59998,0.40173,0.50143,0.33042
-0.71707,0.60001,0.40151,0.50127,0.33082
-0.60467,0.60002,0.40128,0.50109,0.33122
-0.4918,0.59999,0.40103,0.50085,0.33161
-0.37845,0.59997,0.40078,0.50063,0.332
-0.2829,0.60003,0.40061,0.50054,0.33235
-0.18702,0.60005,0.40042,0.5004,0.33269
-0.090806,0.59998,0.40018,0.50014,0.33301
0.0057512,0.59994,0.39996,0.49992,0.33334
0.092665,0.60003,0.39982,0.49987,0.33367
0.17985,0.60006,0.39965,0.49975,0.33398
0.2673,0.59999,0.39943,0.49952,0.33427
0.35503,0.59994,0.39922,0.4993,0.33456
0.44303,0.59999,0.39906,0.49921,0.33488
0.5313,0.60001,0.39888,0.49908,0.3352
0.61984,0.59999,0.39869,0.49891,0.33551
0.70865,0.59998,0.3985,0.49874,0.33582
0.82225,0.59999,0.39827,0.49855,0.33622
0.93629,0.6,0.39803,0.49836,0.33662
1.0507,0.6,0.39779,0.49815,0.33702
1.1656,0.6,0.39754,0.49795,0.33742
1.3859,0.6,0.39708,0.49757,0.3382
1.6076,0.6,0.39662,0.49718,0.33897
1.8307,0.6,0.39615,0.49679,0.33976
2.0551,0.6,0.39567,0.49639,0.34054
2.5077,0.6,0.39472,0.4956,0.34213
2.9646,0.6,0.39376,0.4948,0.34373
3.4253,0.6,0.39279,0.49399,0.34535
3.889,0.6,0.39181,0.49318,0.34697
4.823,0.59999,0.38985,0.49153,0.35024
5.7613,0.59998,0.38788,0.48988,0.35352
6.7,0.59997,0.3859,0.48823,0.35679
7.6356,0.59996,0.38394,0.48658,0.36005
9.489,0.59991,0.38005,0.4833,0.36649
11.311,0.59984,0.37623,0.48006,0.37278
13.094,0.59974,0.37249,0.47686,0.37891
14.838,0.5996,0.36885,0.47371,0.38485
17.041,0.59937,0.36425,0.46968,0.39229
19.173,0.59907,0.3598,0.46573,0.3994
21.236,0.59869,0.35551,0.46184,0.40618
23.228,0.59823,0.35138,0.45801,0.41264
27,0.59704,0.34357,0.45051,0.42454
30.486,0.59547,0.33638,0.44321,0.43511
33.682,0.59353,0.32979,0.4361,0.44437
36.589,0.59121,0.32379,0.42916,0.45234
39.746,0.58791,0.31723,0.42095,0.46041
42.5,0.58414,0.31145,0.41299,0.46682
44.883,0.57996,0.30636,0.40527,0.47177
46.94,0.57546,0.30185,0.39776,0.47547
48.769,0.57055,0.29772,0.39022,0.47818
50.347,0.56543,0.29403,0.38288,0.47998
51.704,0.56016,0.29072,0.37574,0.481
52.854,0.55481,0.28777,0.36881,0.48132
54.109,0.54732,0.28422,0.35961,0.48071
54.956,0.53991,0.28131,0.35102,0.47896
55.426,0.53272,0.279,0.3431,0.47628
55.606,0.52585,0.27714,0.33583,0.47297
55.628,0.52116,0.276,0.33097,0.4704
55.61,0.51666,0.27496,0.32635,0.46781
55.58,0.51236,0.27398,0.32195,0.46526
55.545,0.50824,0.27304,0.31774,0.46277
55.503,0.50496,0.27232,0.3144,0.46072
55.435,0.50181,0.27165,0.31121,0.45867
55.332,0.49877,0.27104,0.30818,0.45658
55.198,0.49586,0.2705,0.3053,0.45448
