dir,RSEED,sigmaobs,nobs,mae,acc
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564246.232.h5,226.0,0.2,2000.0,3.620645771026611,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564246.214.h5,226.0,0.9,2000.0,3.723741912841797,0.865
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564248.734.h5,226.0,1.2,2000.0,3.694560432434082,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564248.681.h5,226.0,1.1,2000.0,3.7822318267822266,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.260.h5,226.0,2.0,2000.0,3.9509770584106447,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.294.h5,227.0,0.7,2000.0,3.972467155456543,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.401.h5,227.0,1.1,2000.0,3.7124674415588377,0.81
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.401.h5,227.0,1.0,2000.0,3.681276235580445,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.274.h5,226.0,1.6,2000.0,3.816387023925781,0.8125
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.260.h5,226.0,1.9,2000.0,3.912852869033813,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.260.h5,226.0,1.8,2000.0,3.9399316120147705,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.294.h5,227.0,0.6,2000.0,3.618813152313233,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564251.294.h5,227.0,1.9,2000.0,4.040118007659912,0.795
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.274.h5,226.0,1.4,2000.0,3.7685410499572765,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.401.h5,227.0,0.9,2000.0,3.9871297454834,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564251.269.h5,227.0,1.4,2000.0,3.9991193866729735,0.82
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564321.081.h5,228.0,2.0,2000.0,3.7628708553314207,0.81
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564251.269.h5,227.0,1.3,2000.0,4.000130796432496,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564251.294.h5,227.0,1.7,2000.0,3.86025354385376,0.82
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.260.h5,226.0,1.7,2000.0,3.9572715759277344,0.8175
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.294.h5,227.0,0.4,2000.0,3.8801354217529296,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564321.081.h5,228.0,1.9,2000.0,3.714895057678224,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564321.825.h5,229.0,0.1,2000.0,3.5232301139831543,0.8925
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564321.822.h5,229.0,0.0,2000.0,3.6879888725280763,0.905
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564249.274.h5,226.0,1.3,2000.0,3.818683738708496,0.87
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564251.295.h5,227.0,1.6,2000.0,3.935371313095093,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,229.0,0.5,2000.0,3.699984321594238,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.303.h5,229.0,0.9,2000.0,3.6768781661987298,0.885
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,229.0,0.4,2000.0,3.617703056335448,0.88
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.303.h5,229.0,0.7,2000.0,3.566580352783203,0.875
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,229.0,0.2,2000.0,3.5743244361877435,0.865
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.303.h5,229.0,0.8,2000.0,3.630680980682373,0.8925
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,229.0,0.3,2000.0,3.5982155609130864,0.88
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.303.h5,229.0,0.6,2000.0,3.55513427734375,0.8725
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.205.h5,230.0,1.6,2000.0,3.8147946739196783,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.205.h5,230.0,1.5,2000.0,3.7369313621521,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.206.h5,230.0,1.3,2000.0,3.722230224609375,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.206.h5,230.0,1.4,2000.0,3.6689712715148928,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.274.h5,231.0,1.5,2000.0,3.715805721282959,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.274.h5,231.0,1.4,2000.0,3.655064754486084,0.8175
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.274.h5,231.0,1.3,2000.0,3.5776509857177734,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.302.h5,231.0,1.9,2000.0,3.8570300483703615,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.302.h5,231.0,1.7,2000.0,3.808270072937012,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.302.h5,231.0,1.6,2000.0,3.7303906440734864,0.8175
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.302.h5,231.0,1.8,2000.0,3.840076456069946,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.274.h5,231.0,1.2,2000.0,3.6206682491302478,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564393.474.h5,232.0,0.2,2000.0,3.7140106201171874,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564393.474.h5,231.0,2.0,2000.0,3.82657395362854,0.81
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564394.151.h5,232.0,0.1,2000.0,3.6927016544342033,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564394.141.h5,232.0,0.0,2000.0,3.66161678314209,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564396.205.h5,232.0,0.4,2000.0,3.6084725189208986,0.8625
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564396.205.h5,232.0,0.6,2000.0,3.7701603507995607,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564396.205.h5,232.0,0.5,2000.0,3.6441889667510985,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564396.204.h5,232.0,1.0,2000.0,3.7177335357666017,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564396.205.h5,232.0,0.8,2000.0,3.7495346164703367,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564396.205.h5,232.0,0.9,2000.0,3.681391563415527,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564396.205.h5,232.0,0.3,2000.0,3.56505786895752,0.8625
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564396.204.h5,232.0,0.7,2000.0,3.6881333255767816,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564334.599.h5,229.0,1.0,2000.0,3.783149509429931,0.8825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564352.236.h5,229.0,1.3,2000.0,3.851786499023437,0.87
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564352.236.h5,229.0,1.1,2000.0,3.8158323860168455,0.885
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564352.236.h5,229.0,1.2,2000.0,3.786685619354248,0.88
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.338.h5,229.0,1.7,2000.0,3.947464790344238,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.307.h5,230.0,0.4,2000.0,3.540777406692505,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.307.h5,230.0,0.2,2000.0,3.622010974884033,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.266.h5,229.0,1.9,2000.0,3.9651178932189937,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.768.h5,229.0,2.0,2000.0,4.063991489410402,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.266.h5,230.0,0.0,2000.0,3.6005760383605963,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.338.h5,229.0,1.6,2000.0,3.959236679077149,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.307.h5,230.0,0.1,2000.0,3.667350730895996,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.406.h5,230.0,2.0,2000.0,3.9720528602600096,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.339.h5,229.0,1.4,2000.0,3.953321151733399,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564355.266.h5,229.0,1.8,2000.0,4.026346092224121,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.394.h5,230.0,1.2,2000.0,3.705176420211792,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.394.h5,230.0,1.1,2000.0,3.71158218383789,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.416.h5,230.0,0.8,2000.0,3.633883934020996,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.414.h5,231.0,0.3,2000.0,3.410326557159424,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.414.h5,231.0,0.2,2000.0,3.4753142166137696,0.8725
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.406.h5,230.0,1.8,2000.0,3.9957088470458975,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.406.h5,230.0,1.9,2000.0,3.9302270984649663,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564429.284.h5,232.0,1.4,2000.0,3.834324779510498,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564429.285.h5,232.0,1.3,2000.0,3.762455310821533,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564429.284.h5,232.0,1.2,2000.0,3.76078691482544,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564429.284.h5,232.0,1.1,2000.0,3.764219799041748,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.416.h5,230.0,0.7,2000.0,3.6077234077453615,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.416.h5,230.0,0.6,2000.0,3.5790856170654286,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.394.h5,230.0,1.0,2000.0,3.663529586791992,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.414.h5,231.0,0.1,2000.0,3.293020286560058,0.87
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.406.h5,230.0,1.7,2000.0,3.846715278625488,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564358.416.h5,230.0,0.5,2000.0,3.5740928077697767,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.409.h5,231.0,1.1,2000.0,3.652571620941162,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.288.h5,231.0,0.6,2000.0,3.5300008201599122,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.288.h5,231.0,0.7,2000.0,3.5633385372161865,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.287.h5,231.0,0.5,2000.0,3.4820046234130864,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564431.824.h5,232.0,1.8,2000.0,3.956233472824097,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564431.779.h5,233.0,0.1,2000.0,3.4363156986236567,0.87
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.409.h5,231.0,1.0,2000.0,3.5703559494018555,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564431.823.h5,232.0,1.7,2000.0,3.9396096229553215,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.409.h5,231.0,0.9,2000.0,3.5328909587860107,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564431.779.h5,232.0,2.0,2000.0,4.037292213439941,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564431.824.h5,232.0,1.5,2000.0,3.8419923973083496,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564431.823.h5,232.0,1.6,2000.0,3.8890136909484863,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564431.779.h5,233.0,0.0,2000.0,3.275651588439941,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564431.779.h5,232.0,1.9,2000.0,4.071038684844972,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.288.h5,231.0,0.4,2000.0,3.4764715003967286,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564361.409.h5,231.0,0.8,2000.0,3.5147317123413084,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.421.h5,234.0,0.4,2000.0,3.3913241958618165,0.8675
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.421.h5,234.0,0.2,2000.0,3.370755796432495,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.421.h5,234.0,0.3,2000.0,3.369024772644043,0.8625
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.421.h5,234.0,0.1,2000.0,3.438110027313233,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.442.h5,235.0,0.7,2000.0,3.7273764514923102,0.82
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.660.h5,235.0,0.2,2000.0,3.6554131603240965,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.442.h5,235.0,0.5,2000.0,3.684411182403565,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.660.h5,235.0,0.1,2000.0,3.623682327270509,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.442.h5,235.0,0.6,2000.0,3.721354417800904,0.8025
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.660.h5,235.0,0.0,2000.0,3.6437227439880373,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.443.h5,235.0,0.4,2000.0,3.6532203102111818,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564501.610.h5,235.0,1.2,2000.0,3.852466049194336,0.7925
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564502.348.h5,235.0,1.5,2000.0,3.980945091247559,0.8075
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564502.328.h5,235.0,1.4,2000.0,3.9415693283081055,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564503.802.h5,236.0,0.0,2000.0,3.6063414859771727,0.865
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564503.801.h5,236.0,0.2,2000.0,3.5061066818237303,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564503.801.h5,236.0,0.1,2000.0,3.3875422096252437,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564504.455.h5,235.0,1.9,2000.0,4.092774791717528,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564503.845.h5,235.0,1.6,2000.0,3.998069705963135,0.8025
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564503.801.h5,235.0,2.0,2000.0,4.168809413909912,0.7825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564504.430.h5,235.0,1.8,2000.0,4.021592235565185,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564441.323.h5,233.0,0.2,2000.0,3.508123445510864,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564458.105.h5,233.0,0.5,2000.0,3.4743418502807617,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564458.105.h5,233.0,0.3,2000.0,3.5540960121154783,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564458.105.h5,233.0,0.4,2000.0,3.484312686920166,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564460.759.h5,233.0,0.7,2000.0,3.4303191089630127,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564463.076.h5,233.0,0.9,2000.0,3.5026935958862304,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564460.759.h5,233.0,0.6,2000.0,3.422071895599365,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564463.521.h5,233.0,1.3,2000.0,3.6774637603759768,0.8175
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564463.153.h5,233.0,0.8,2000.0,3.43060715675354,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564463.521.h5,233.0,1.2,2000.0,3.6962572288513194,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.581.h5,233.0,1.9,2000.0,3.787046051025391,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.639.h5,234.0,1.3,2000.0,3.502588233947754,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.602.h5,234.0,0.5,2000.0,3.384586353302002,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.534.h5,233.0,1.7,2000.0,3.779228916168213,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.574.h5,234.0,0.9,2000.0,3.4724520111083983,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.573.h5,234.0,0.7,2000.0,3.4581268787384034,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564467.035.h5,233.0,2.0,2000.0,3.9202077293396,0.8025
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.232.h5,234.0,1.5,2000.0,3.5892531204223634,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.286.h5,234.0,1.6,2000.0,3.5862971782684325,0.8125
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.639.h5,234.0,1.1,2000.0,3.5284185791015625,0.8
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.534.h5,233.0,1.5,2000.0,3.681503677368164,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.573.h5,234.0,0.8,2000.0,3.380754804611206,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564466.581.h5,233.0,1.8,2000.0,3.789216957092285,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.273.h5,234.0,1.4,2000.0,3.5447344207763667,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.629.h5,234.0,2.0,2000.0,3.7497189807891846,0.795
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.024.h5,236.0,0.6,2000.0,3.416870985031128,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.090.h5,236.0,1.0,2000.0,3.6808333492279046,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.090.h5,236.0,0.9,2000.0,3.5462853622436525,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.024.h5,236.0,0.5,2000.0,3.4066139602661134,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.135.h5,236.0,1.4,2000.0,3.6152198410034178,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.629.h5,234.0,1.9,2000.0,3.736420764923096,0.81
75,,,,,
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.090.h5,236.0,0.7,2000.0,3.4225556182861334,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.135.h5,236.0,1.2,2000.0,3.757694034576416,0.82
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.024.h5,236.0,0.3,2000.0,3.5809264659881586,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.135.h5,236.0,1.3,2000.0,3.9579473304748536,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564540.135.h5,236.0,1.1,2000.0,3.628214130401611,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564469.629.h5,234.0,1.7,2000.0,3.6448768997192382,0.795
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564472.472.h5,235.0,1.0,2000.0,3.76035813331604,0.8025
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564472.472.h5,235.0,1.1,2000.0,3.806642761230469,0.8
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564472.472.h5,235.0,0.9,2000.0,3.770285930633545,0.8075
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.363.h5,238.0,0.8,2000.0,3.6518564319610594,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.364.h5,238.0,0.7,2000.0,3.693260841369629,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.408.h5,238.0,1.2,2000.0,3.70127477645874,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.408.h5,238.0,1.1,2000.0,3.721617746353149,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.408.h5,238.0,1.0,2000.0,3.640088472366333,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.409.h5,238.0,1.4,2000.0,3.8371689033508303,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.364.h5,238.0,0.6,2000.0,3.4272350883483886,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.408.h5,238.0,0.9,2000.0,3.653846340179443,0.8525
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564575.408.h5,238.0,1.3,2000.0,3.8349960231781006,0.795
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564576.153.h5,238.0,1.6,2000.0,3.976611270904541,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564576.117.h5,238.0,1.5,2000.0,3.817622413635254,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.196.h5,239.0,1.1,2000.0,3.7678102016448975,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.105.h5,239.0,0.7,2000.0,3.7109062767028806,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.175.h5,239.0,1.5,2000.0,3.9002320766448975,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.196.h5,239.0,1.0,2000.0,3.7727060985565184,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.105.h5,239.0,0.5,2000.0,3.700964708328247,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.268.h5,239.0,1.3,2000.0,3.8477789878845217,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.175.h5,239.0,1.4,2000.0,3.877386655807495,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.175.h5,239.0,1.2,2000.0,3.821623964309692,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564611.105.h5,239.0,0.4,2000.0,3.679448585510254,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564549.039.h5,236.0,1.5,2000.0,3.7672770595550538,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564562.641.h5,236.0,1.6,2000.0,3.778596248626709,0.81
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564564.352.h5,236.0,1.8,2000.0,3.8498513031005865,0.8075
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564564.306.h5,236.0,1.7,2000.0,3.828387279510498,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564569.228.h5,237.0,0.1,2000.0,3.327439060211182,0.8725
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564569.228.h5,236.0,2.0,2000.0,3.805979862213135,0.8175
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564571.868.h5,237.0,0.6,2000.0,3.365191993713379,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564571.334.h5,237.0,0.4,2000.0,3.334834098815918,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564571.856.h5,237.0,0.5,2000.0,3.3336094856262206,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564571.683.h5,237.0,0.2,2000.0,3.3451727771759034,0.875
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.165.h5,237.0,0.9,2000.0,3.3075226402282722,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.125.h5,237.0,0.7,2000.0,3.4326258659362794,0.8575
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.551.h5,237.0,1.3,2000.0,3.5446703624725338,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.588.h5,238.0,0.0,2000.0,3.4915282249450685,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.612.h5,238.0,0.4,2000.0,3.6682781219482417,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.551.h5,237.0,1.1,2000.0,3.3745016479492187,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.612.h5,238.0,0.3,2000.0,3.3720725059509284,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.490.h5,237.0,1.7,2000.0,3.652253847122192,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.490.h5,237.0,1.5,2000.0,3.5333659744262693,0.855
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564571.334.h5,237.0,0.3,2000.0,3.3195198249816893,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.551.h5,237.0,1.2,2000.0,3.387360858917236,0.8625
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.588.h5,237.0,2.0,2000.0,3.782003917694092,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.612.h5,238.0,0.2,2000.0,3.5565640449523928,0.86
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.588.h5,237.0,1.8,2000.0,3.6752790451049817,0.8175
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.490.h5,237.0,1.6,2000.0,3.591490478515625,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564573.551.h5,237.0,1.0,2000.0,3.3479349327087404,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.593.h5,239.0,1.9,2000.0,4.003003673553467,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.676.h5,240.0,0.2,2000.0,3.6737497520446776,0.82
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.600.h5,239.0,1.8,2000.0,4.0290925025939925,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.676.h5,240.0,0.0,2000.0,4.041639385223388,0.8325
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.676.h5,240.0,0.1,2000.0,3.6661057281494136,0.7925
