data_dir,model_dir,RSEED,sigmaobs,nobs,deltaobs,sigmainit,nens,ferr,infl_nlin,f_all,a_all,f_10,a_10,f_30,a_30
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535575370.627.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,522.0,0.9,200.0,0.1,1.3,100.0,1.0,1.0,3.3936177750737344,4.553955031677762,1.5127536473379182,1.3150520393331695,4.021045018284688,5.614759855488816
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535575593.848.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,522.0,0.9,200.0,0.1,1.3,100.0,1.0,1.0,3.3936177750737344,4.553955031677762,1.5127536473379182,1.3150520393331695,4.021045018284688,5.614759855488816
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576380.635.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,1.4,3.3919888002151906,6.13172639257949,1.3403953052680155,1.2836504717554902,4.103037503555584,7.479524459043675
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576379.445.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,1.3,3.399232256310317,5.933718306498315,1.5732967925873742,1.7213804799966632,4.154154889494822,7.540067710345425
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576379.474.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,1.1,3.6996569358953617,7.584215220348157,1.789806696419285,1.6918360443159002,4.310854942322265,8.859156026452396
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576381.412.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,1.2,3.4382388940467505,6.2087836918164525,1.4006839299390537,1.2698923738100711,4.217477803245906,8.016352461585129
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.817.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,1.4,3.2756440226898884,4.859689554045357,1.2465898249223375,1.1990616879761289,4.060514730564574,6.3456382054784575
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576381.416.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,1.0,3.5134700181206235,7.422151279601811,1.4892169330120848,1.2996257596083656,4.2505412118942205,8.907821797691097
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576379.443.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,1.2,3.4429331676819217,6.755206321080338,1.856714166732768,1.850617968573637,4.032208058233136,8.154324312925299
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576381.414.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,1.1,3.518891343840448,7.062345239342627,1.5739923328368823,1.5372584148805637,4.253169397267955,8.633205139780186
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.701.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,1.1,3.5089448380920047,5.933836657117299,1.5222674370784497,1.4868010164466177,4.265431533051119,7.266756816395455
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576381.414.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,0.9,3.537586177532277,7.585977430610349,1.743163927734844,1.6504313424237669,4.1775189663388845,8.966143940971202
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.715.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,1.2,3.566064689321567,6.258092326473691,1.626491930135452,1.6806037882531069,4.209798627840288,7.331611687329023
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.730.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,1.0,3.472084847127996,6.238839238441298,1.8049894639865425,2.04689916083848,4.066222390323918,7.343199689335767
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576381.345.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,0.7,3.661288444630306,8.466885688809317,1.8564098047917703,1.871761321665539,4.263700877025934,9.95706818396024
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.611.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,0.9,3.6085961998420686,6.617124117312084,1.8852354743265032,2.2604585371483985,4.393042214428938,8.501651118872648
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576381.347.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,0.8,3.6556047599528982,8.329575478653576,1.7970219950729085,1.7296062065146274,4.290782105974624,9.826393512154617
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576383.302.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,0.8,3.7820020226027937,7.012692845296503,2.0904016929521885,2.130255774287372,4.526581665550472,8.52682566124067
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576381.346.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,0.6,3.759583028851553,8.854518052090771,2.0339336027640247,2.0115054400710948,4.317597175164684,10.433750517760807
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.431.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,1.4,3.5018398662687744,5.799266842918732,1.8093862206258424,1.8497021856289568,4.310519476103981,8.113829519619403
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.735.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,1.3,3.406629767278757,5.984435683957957,1.6177962256687233,1.6044693477189191,4.157756485288398,7.629559220427822
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576384.416.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,0.9,3.6922144450426826,6.978880451120232,2.0140636901406044,2.098225060747843,4.396256756609437,8.576536285271363
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.618.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,1.1,3.474654972186712,6.106464800612304,2.0308157966361726,2.1885585460963517,4.181956267146092,7.748829856158001
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576381.350.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,0.5,3.812743411231333,9.485309626514198,2.1269849534497767,2.1929546780197358,4.340512221640194,11.179871419224938
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.850.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,1.0,3.5902443164067064,7.819479301685837,1.6284743832398767,1.5799557164804685,4.328753085964841,9.302641509108128
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576384.486.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,1.0,3.6341086651743577,7.426095338362006,1.8256879678991265,2.0172143862480514,4.356613567082608,9.248096818909104
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.912.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,0.9,3.6355461910141353,7.588937707834392,1.7810483856064685,1.7746883457530127,4.266622347252803,8.961709702393042
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.847.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,0.6,3.7630986197213567,8.753716620479544,2.0815826407045948,2.1284730076576985,4.302917643739706,10.10016099571554
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.688.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,1.2,3.6139746421291696,8.343037987918317,1.774251122446933,1.7133638386253915,4.371259299408368,10.177641368559867
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.630.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,1.4,3.581624053133858,7.6680016775430975,1.848798428381811,1.791920648497068,4.487134759021552,10.170997629221992
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576384.490.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,1.2,3.655889036590565,8.216246204914299,1.9465739177449264,1.9919150907255398,4.428454940228229,10.340684409937252
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.829.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,0.7,3.714650564586917,8.178759095315078,1.8545768149401207,1.8218748067094712,4.379513751938556,9.880182153859687
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.781.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,0.9,3.5894055564401834,7.757029680496672,1.8445415194998718,1.8145567211752922,4.2928087215561925,9.791447874942985
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.653.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,0.8,3.807765997885862,8.855790728123258,1.944653442401944,1.970299912849768,4.562927336134877,10.93051339470258
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576384.438.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,1.1,3.8105095432213663,8.659122882863054,1.855616355194884,1.7794905418610565,4.667030522343008,11.607961968177776
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576383.165.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,0.7,3.7823842296280574,9.510440641497508,1.9366553160767803,1.9447919433785883,4.526757522625768,11.881588608595536
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.711.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,0.7,3.8728565356834315,9.568023584769575,1.9302776402806296,1.8289553517608883,4.538630224470519,11.687951636657331
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.826.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,0.5,3.9414307810768094,9.398696578937878,2.2267549022670896,2.3219128858970515,4.636053715187707,11.429701743379082
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.736.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.2,0.8,3.4785994373182882,8.592252102830033,1.6044309421521663,1.5389537385849816,4.3453596706601605,10.884092559985087
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.760.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,0.6,3.7234992549942088,8.69356795751232,2.2221701608402893,2.290257929131533,4.275845262830469,10.47096311850759
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576383.302.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,0.6,3.782482231285436,8.612545653926528,2.3441507349794475,2.5919303814964416,4.435988935675272,10.802423599951613
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.612.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,1.3,3.986321271034952,8.641076397830014,2.1495530745143143,2.280502657226254,4.708591069348441,10.422552548735633
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.714.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,0.7,3.831743325694549,9.114538880707032,2.1637470891927,2.21318463452938,4.564866317987848,11.24506407085108
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.492.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,0.5,3.6573355580337483,9.179060424262925,2.117913258381509,2.2019592523649285,4.344668088331442,11.290577422139304
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576380.127.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.0,0.5,3.888510129223649,9.927584527507717,1.9639716928791613,1.9473030112435503,4.6908577234001845,12.81492866024186
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.618.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,1.0,3.752999137110484,9.108145204875461,2.108410847724248,2.1420595765447943,4.48705848708291,11.806419862605253
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.660.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,1.3,3.905992243588372,9.809428276069301,2.0276169224461005,2.004402390080987,4.6478808355404215,12.441958184700358
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.796.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,0.8,3.782742157304833,9.06572245911084,2.1206236614778446,2.1550866354688014,4.418558927700972,11.199997982193999
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.806.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.3,0.5,4.038778420640327,10.559322163367378,2.2245209844937275,2.328170212457314,4.632999026893947,12.464886847356947
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576438.960.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,1.4,3.271412560914169,4.471204426990758,1.1033422280010154,0.9154081245198736,4.0115547780636565,5.508466473885631
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576386.426.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.1,0.6,3.954895723811717,10.110757221545207,2.234009902462692,2.434795735018079,4.66862820170712,12.476932660409473
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576436.597.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.4,1.3,3.3135327443626847,5.400746972025355,1.3119923772701956,1.238108079467388,4.008742043454118,6.4913289719029335
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576446.315.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,1.2,3.4142464606849403,6.709866705171369,1.4560590422081519,1.4023711031781072,4.025733688670076,7.806752005623423
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576443.896.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,1.0,3.4815960132034056,7.128171527357807,1.6451439458418553,1.5095830586390884,4.0948507388671835,8.422688435780197
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576444.072.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,0.9,3.677203018995328,8.525462745198814,1.840034977983564,1.8656207443265904,4.242045603259691,9.85011623838616
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576441.407.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,0.8,3.682445416264648,8.253775102773838,1.6533817657717316,1.5907675022877232,4.323736107607342,9.86792239300775
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576453.781.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,0.9,3.544868929827956,6.965206919462602,1.601715976786015,1.5518899871350489,4.105490747903753,8.107207834865157
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576439.003.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,0.6,3.813582570178765,9.522777923571,1.8703048012404004,1.7824849018766795,4.435658921279415,11.44492562730591
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576455.875.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,1.1,3.4146028642954778,6.123916582979125,1.5296459987747923,1.4528892155482576,4.037020727862155,7.4082587745343575
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576457.247.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,1.4,3.3714124177443714,6.948864661847463,1.461213094323902,1.2510219550170314,3.926877851683788,8.082352041897595
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576445.621.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,0.7,3.6867363910595876,8.180254148194086,1.6323942694349889,1.5413899961968331,4.365891989150229,9.820095279537163
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576457.867.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,1.4,3.375367947863228,6.283381598644644,1.4855357188004388,1.3593238131714604,3.9651932975861937,7.365511718399693
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576453.783.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,0.7,3.746225427126736,8.061694742558343,1.8186624590437024,1.9353593471575896,4.315772667620542,9.503192705014195
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576439.043.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,0.5,4.0098748217971165,10.178395438488124,2.2200230909036622,2.201967213330573,4.505766040902625,12.095490013809005
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576456.002.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.5,1.3,3.499550687557041,7.288820978010793,1.3849105653848763,1.2561059930554732,4.133765200122294,8.552274966651998
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576466.050.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,1.2,3.30112358239578,6.372773772507718,1.4186342503677307,1.3230442603509265,3.893879091626317,7.458047785494269
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576459.559.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,1.0,3.5448989123911745,7.344776046120755,1.5804905389705657,1.476613542011585,4.073003834041846,8.526821990571841
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576453.784.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,0.8,3.604647467906927,8.576408924251313,1.6986067406790542,1.6223778676150449,4.180685837602625,10.209603610534348
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576472.779.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.7,1.4,3.3572184140309425,5.497879407818005,1.6037799309867695,1.5297864158242422,3.892062327358969,6.443251277207298
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576459.295.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,1.1,3.492821071251496,7.352422723549745,1.4321640195520706,1.2744322021422705,4.048674162830449,8.498950559369321
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576469.579.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.7,1.1,3.4038599182029534,5.818556663438259,1.5488605871671983,1.544011134913261,3.914300032603125,6.693803826412463
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576462.907.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,1.3,3.4372681511552323,6.749293107779187,1.544586280404866,1.5114020959387362,3.971461432495551,7.7826859651068165
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576481.322.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.9,0.8,3.5636342844487405,6.1443146683471594,1.8046728142325281,1.7031255571686943,4.107756641077817,7.2360442032935115
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576457.924.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,0.5,3.75701379451797,8.40584102066234,1.997508242180492,2.3787034539427787,4.238910881125992,9.642976993778435
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576483.020.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.8,1.4,3.260549176796504,5.265773361430878,1.3249726160824946,1.2021980123352385,3.8153678636030097,6.160893222341407
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576457.821.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.6,0.6,3.6524422695880414,8.687032368715672,1.9645289344764671,1.977226225047496,4.174923460169664,10.058102605323317
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576469.795.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.7,0.7,3.4943750216568397,6.9286684955678055,1.79618087827476,1.6945115255607144,4.026468797605017,8.186638836327141
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576471.636.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.7,1.3,3.5071586118545466,6.7752813494417845,1.5501083813696026,1.4132112231447744,4.0293822683911715,7.8694294042344115
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576481.497.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.8,1.0,3.4002038201903644,5.667760906040317,1.6964489283596065,1.5579504745415071,3.897089362403333,6.637200915102439
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576476.070.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.7,1.2,3.5545396967191216,6.938473651131969,1.7263577845307518,1.6926382062902618,4.0614548217959685,8.109031264622379
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576469.924.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.7,0.8,3.607443190305017,7.76965326616382,1.825566603655972,1.7204479415351484,4.1030338466100265,8.992676869615643
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576469.585.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.7,1.0,3.7250323789130255,7.852039301957432,1.8227360415411191,1.7797227596558702,4.222859698148967,9.012254123903821
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576468.900.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.7,0.9,3.5697347197996008,7.890547961298793,1.7557097337170036,1.688773839880077,4.107192603900689,9.281487363903567
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576483.077.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.8,1.3,3.3950680235896633,6.32872097757662,1.6004073036360644,1.5823394279740106,3.8825988042778863,7.3531561442238305
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576483.104.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.8,1.2,3.500382862171571,6.705623474063977,1.6396049209409498,1.5411558636251412,4.029124514295309,7.750037596310067
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576478.804.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.8,0.8,3.5946603481414114,7.326254380147461,1.7732700685545473,1.6585545095124703,4.1084002057468565,8.604390872453825
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576481.534.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.8,1.1,3.6225459166156018,7.350914303803857,1.9206229745990344,1.888996371182232,4.102342314368928,8.461248731767236
/pine/scr/s/i/siyangj/DAL96/DAruns/da1535576491.432.npz,/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564323.274.h5,215.0,0.9,200.0,0.1,1.3,100.0,0.9,1.1,3.4248972766170387,6.093170209626722,1.539633699379929,1.4101560520457084,3.901781471574001,6.986628567761061
