-1.6848,2.6289,8.6907,3.3251,-1.868,0.49637,2.3371,6.7444,0.66278,-6.451,2.1282,-0.066108,-1.2839,3.0907,4.998,-0.2129,4.1257,9.0479,4.9941,-0.45093,0.48439,5.3506,6.8824,-5.2408,3.04,8.4411,-1.577,1.1529,1.8312,8.0519,3.9247,2.0611,4.8052,4.2223,0.89428,-1.2947,4.6094,0.27292,2.6555,5.5448
-1.2568,2.6427,9.1529,1.4515,-2.3528,0.83471,2.9137,6.6323,-1.8274,-5.6117,2.1218,0.86844,-0.81306,3.0863,5.3214,0.47661,4.3433,9.7656,2.6484,-1.7032,0.74308,5.7062,5.3341,-5.3817,2.6122,8.9302,-1.6515,2.0012,2.8947,8.3187,3.9428,1.7115,4.9769,4.0632,0.035252,-0.83067,4.7547,1.5327,2.9483,5.339
-0.91377,2.6902,9.2982,-0.45062,-2.0417,0.88427,3.5331,6.0946,-3.9118,-4.2896,1.4064,1.6054,-0.29802,3.2096,5.6669,1.2118,4.6989,9.7634,-0.14003,-1.7827,0.67929,6.0464,3.685,-5.5374,1.6413,9.3084,-1.0896,2.6834,4.2814,8.5247,3.3064,1.4122,5.143,3.7904,-0.66558,-0.41499,4.842,2.7167,3.2314,4.9828
-0.62026,2.7815,9.1669,-1.9859,-1.033,0.84813,4.0538,5.1541,-5.3398,-2.6255,0.63123,2.089,0.32023,3.4437,6.0399,1.9995,5.1351,8.941,-2.6077,-0.6927,0.56049,6.2647,2.0368,-5.5934,0.16387,9.4685,0.25689,3.0525,5.7322,8.4403,2.0038,1.3005,5.3412,3.4114,-1.2062,-0.065208,4.9504,3.8278,3.4362,4.4692
-0.32624,2.924,8.8274,-2.8989,0.39107,1.0944,4.466,3.9,-6.0331,-0.95319,0.30772,2.4284,1.0487,3.7978,6.4407,2.8161,5.4985,7.3582,-4.1741,0.98965,1.0032,6.3805,0.40789,-5.3368,-1.6371,9.1418,2.3831,3.1205,6.888,7.8085,0.30858,1.4674,5.6047,2.8948,-1.5892,0.19849,5.122,4.8643,3.4686,3.8233
0.019322,3.1323,8.3557,-3.1616,1.8372,1.8612,4.7708,2.3931,-6.1097,0.30725,0.57109,2.7328,1.8461,4.2904,6.8627,3.5654,5.5637,5.2846,-4.7719,2.3778,2.2762,6.2757,-1.2542,-4.4894,-3.3646,8.0018,5.0298,3.1239,7.477,6.5306,-1.2866,1.812,5.969,2.1987,-1.8066,0.35433,5.3619,5.8051,3.2247,3.1219
0.44944,3.4288,7.8096,-2.9441,2.9853,3.1041,4.8056,0.68783,-5.7393,0.87972,1.2173,3.0591,2.6715,4.9325,7.2724,4.0535,5.1377,3.1497,-4.7036,2.9013,3.9847,5.615,-2.8126,-2.8713,-4.4757,6.0235,7.6644,3.515,7.3795,4.7217,-2.3622,2.0546,6.4172,1.336,-1.8296,0.39335,5.6413,6.6019,2.6331,2.4965
0.97421,3.8318,7.2122,-2.4963,3.7229,4.5513,4.2784,-1.0259,-5.0374,0.76753,1.9168,3.4745,3.5251,5.713,7.5631,4.0253,4.2374,1.4058,-4.2952,2.5914,5.481,4.2811,-3.8942,-0.74744,-4.6112,3.732,9.7217,4.6459,6.3904,2.6303,-2.7481,1.9632,6.8419,0.43689,-1.6164,0.34847,5.9145,7.1813,1.7098,2.1015
1.6083,4.3365,6.5463,-2.0291,4.1164,5.8618,2.9972,-2.355,-4.1352,0.24423,2.4268,4.0694,4.4672,6.5649,7.4997,3.3189,3.1937,0.32157,-3.7542,1.8375,6.4229,2.5967,-4.2794,1.2431,-3.91,1.8131,10.92,6.1562,4.1394,0.78622,-2.527,1.5609,7.1363,-0.28058,-1.1632,0.31285,6.1549,7.4636,0.58401,2.0467
2.4093,4.9003,5.7542,-1.6592,4.2904,6.7681,1.0949,-2.866,-3.2668,-0.32146,2.6784,4.8989,5.5958,7.2936,6.7399,2.0908,2.4766,-0.1515,-3.1835,1.0175,6.8691,1.0246,-4.0919,2.6357,-2.8125,0.60088,11.339,6.9855,0.7755,0.049779,-2.0396,1.1032,7.2954,-0.64582,-0.54934,0.40481,6.3843,7.3852,-0.54664,2.3314
3.4654,5.4287,4.7412,-1.4048,4.3434,7.1582,-0.96634,-2.3596,-2.6382,-0.68906,2.7224,5.9501,6.9659,7.4815,5.0489,0.8946,2.2987,-0.25278,-2.6196,0.34228,7.0347,-0.16757,-3.5787,3.394,-1.6713,0.057081,11.303,6.3518,-2.524,0.81828,-1.5077,0.8287,7.3812,-0.64152,0.09042,0.69767,6.6548,6.9097,-1.5118,2.8204
4.8131,5.7518,3.4124,-1.1998,4.329,7.0804,-2.6455,-0.98843,-2.2033,-0.78728,2.6466,7.1609,8.423,6.4866,2.7171,0.33001,2.4622,-0.18268,-2.0768,-0.11794,7.0921,-0.92154,-2.9156,3.7113,-0.63215,0.018759,11.143,4.4109,-4.5923,2.3318,-0.68549,0.85111,7.4356,-0.37691,0.642,1.1897,6.9952,6.0201,-2.2374,3.2862
6.3429,5.6291,1.775,-0.93344,4.2844,6.68,-3.6081,0.82874,-1.708,-0.62083,2.5633,8.434,9.413,3.8454,0.75473,0.46356,2.7034,-0.057006,-1.5689,-0.36312,7.1286,-1.283,-2.1986,3.8028,0.28774,0.35036,11.01,1.7891,-5.2278,3.3792,0.60343,1.1796,7.4556,-0.015538,1.0586,1.8327,7.372,4.7106,-2.7282,3.488
7.7846,4.8676,0.055367,-0.54818,4.2667,6.1135,-3.8344,2.6055,-0.94704,-0.25989,2.6009,9.6441,9.0657,0.068952,0.25326,0.83797,2.9516,0.063022,-1.1031,-0.41898,7.1712,-1.329,-1.4851,3.827,1.1251,0.97097,10.844,-0.94934,-4.7297,3.3794,2.0658,1.7724,7.3943,0.28896,1.3602,2.5726,7.6822,3.0025,-2.9827,3.2541
8.8328,3.5364,-1.3476,-0.14151,4.3433,5.4981,-3.5285,4.002,0.08828,0.15204,2.8383,10.634,6.7994,-3.2986,1.1853,1.3532,3.1681,0.15746,-0.67833,-0.31436,7.2183,-1.1424,-0.81833,3.877,1.9346,1.8225,10.442,-3.3547,-3.2837,2.6483,3.2852,2.6421,7.1703,0.4161,1.6061,3.372,7.766,0.99591,-2.912,2.5637
9.3574,2.0184,-2.1231,0.10482,4.5224,4.9183,-2.9489,4.9183,1.2591,0.48421,3.2543,11.181,2.9271,-4.9766,2.1453,2.3225,3.2627,0.18039,-0.28485,-0.07351,7.2613,-0.80612,-0.22963,3.9956,2.7737,2.8224,9.563,-5.0357,-1.1202,2.059,4.1257,3.7514,6.6839,0.29371,1.8594,4.2111,7.4389,-1.0743,-2.3595,1.6333
9.4897,0.71574,-2.2346,0.13062,4.7369,4.4483,-2.2846,5.4334,2.4036,0.69783,3.7581,11.035,-1.4486,-4.6529,1.9031,3.4552,3.2121,0.086824,0.097187,0.28837,7.2949,-0.40182,0.26605,4.1972,3.6885,3.8191,8.0597,-5.8301,1.1261,2.382,4.7581,4.8588,5.8336,-0.040357,2.1455,5.0692,6.5495,-2.8642,-1.2846,0.91536
9.4505,-0.26506,-1.8262,0.049421,4.9245,4.1405,-1.6279,5.6906,3.4162,0.83118,4.2524,10.073,-4.9921,-2.53,0.93279,4.1604,3.1834,-0.081514,0.48161,0.7683,7.3169,-0.0072534,0.67251,4.4859,4.6925,4.5671,5.9669,-5.9367,2.6334,3.7202,5.391,5.5603,4.5747,-0.40502,2.425,5.8894,5.0564,-4.0796,0.025808,0.87223
9.3012,-1.0733,-1.0375,0.03655,5.0826,4.0014,-1.0087,5.8187,4.2571,0.93914,4.6692,8.4489,-6.862,0.51133,0.78922,4.5005,3.2256,-0.2614,0.86598,1.3683,7.3234,0.30696,1.0096,4.8673,5.735,4.7425,3.5237,-5.6814,2.9315,5.5613,6.124,5.4375,3.0378,-0.56298,2.6349,6.5604,3.0819,-4.6235,1.0328,1.6124
8.9446,-1.8323,0.043739,0.26331,5.2511,3.9854,-0.43351,5.905,4.9286,1.0522,4.9699,6.5081,-7.2366,2.995,2.2188,4.7446,3.0657,-0.41286,1.2377,2.086,7.3016,0.48264,1.3067,5.3503,6.6672,4.0445,1.194,-5.2256,2.0889,7.1926,6.9456,4.23,1.5928,-0.39917,2.7866,6.9583,0.8901,-4.5424,1.3285,2.7616
8.3598,-2.4652,1.2881,0.88932,5.4697,3.9973,0.093473,5.9986,5.448,1.1664,5.1335,4.5557,-6.8861,3.9812,4.5999,4.7482,2.4124,-0.46032,1.5735,2.9056,7.2235,0.48046,1.5936,5.9402,7.2337,2.4136,-0.3882,-4.6105,0.60661,8.0487,7.68,2.0435,0.73315,-0.014506,2.98,7.0113,-1.2025,-3.8739,0.93971,3.76
7.6907,-2.8075,2.4728,2.0053,5.7292,3.8986,0.56789,6.1249,5.8311,1.2504,5.1529,2.7504,-6.3894,3.4859,6.8666,4.3484,1.3053,-0.31275,1.8592,3.7873,7.0438,0.28818,1.8885,6.6228,7.1383,0.22784,-0.73393,-3.9476,-0.85583,7.9551,8.0526,-0.5147,0.80558,0.45713,3.2893,6.7028,-2.9122,-2.6482,0.30081,4.311
7.0737,-2.8136,3.381,3.5515,5.9372,3.5365,0.99702,6.3028,6.0806,1.2583,5.0429,1.1617,-5.8964,1.9891,8.3151,3.7397,0.089506,0.019821,2.1345,4.6775,6.7002,-0.073265,2.1856,7.3472,6.1908,-1.8167,0.10623,-3.3505,-1.8458,7.16,7.9675,-2.6021,1.7303,1.1391,3.7092,6.0288,-4.0517,-1.0419,-0.037092,4.5326
6.4943,-2.5965,3.9189,5.326,5.9249,2.8149,1.4106,6.5597,6.1762,1.1454,4.8523,-0.15298,-5.3,0.056632,8.7643,3.3246,-0.95756,0.43253,2.4851,5.5341,6.1099,-0.55283,2.4476,8.0205,4.4421,-3.146,1.5312,-2.7731,-2.2407,6.0944,7.5987,-3.7082,2.9973,2.3118,4.1661,4.9581,-4.5889,0.56121,0.26573,4.7185
5.8188,-2.3275,4.1145,7.0745,5.4927,1.7816,1.8401,6.935,6.0674,0.88585,4.6653,-1.1303,-4.4584,-1.7771,8.3748,3.3397,-1.8043,0.83889,2.9858,6.3198,5.1741,-1.0729,2.611,8.5325,2.1925,-3.5982,2.8125,-2.1135,-2.15,5.119,7.1754,-3.87,4.0392,4.0126,4.4394,3.4602,-4.6281,1.7265,1.2016,5.0395
4.8829,-2.1257,4.0374,8.5701,4.5034,0.66284,2.2602,7.4585,5.6834,0.49227,4.5782,-1.7222,-3.3414,-3.0973,7.4572,3.6925,-2.5041,1.2067,3.675,6.9621,3.8061,-1.517,2.6046,8.8037,-0.12136,-3.3051,3.541,-1.3805,-1.7874,4.414,6.8233,-3.421,4.5969,5.9156,4.1607,1.6707,-4.3098,2.1961,2.4958,5.4775
3.5802,-2.0021,3.7398,9.657,3.0112,-0.21594,2.5688,8.0975,4.972,0.03163,4.6522,-1.9123,-2.059,-3.7147,6.3665,4.1299,-3.0474,1.5115,4.5516,7.3175,1.9981,-1.7139,2.3923,8.8269,-2.0665,-2.4664,3.7492,-0.67979,-1.3368,3.9998,6.5733,-2.6955,4.7541,7.5615,3.0489,0.043378,-3.7757,2.0211,3.7882,5.9194
1.9305,-1.8578,3.2651,10.281,1.3192,-0.58654,2.6921,8.729,3.9553,-0.38012,4.8707,-1.7126,-0.80474,-3.681,5.4001,4.4642,-3.3981,1.7102,5.5539,7.1774,-0.088666,-1.4753,2.0452,8.666,-3.3318,-1.2805,3.7453,-0.11365,-0.88453,3.8226,6.4169,-1.9037,4.7299,8.6167,1.2137,-0.79436,-3.1969,1.5016,4.8217,6.2275
0.11006,-1.5354,2.7114,10.504,-0.13821,-0.37285,2.737,9.2057,2.7358,-0.62091,5.1438,-1.1735,0.23071,-3.1981,4.7106,4.6304,-3.5713,1.7601,6.5536,6.3593,-2.0929,-0.74771,1.8019,8.403,-3.8323,0.017722,3.8433,0.27437,-0.45124,3.8223,6.3361,-1.14,4.7072,8.9767,-0.80527,-0.47144,-2.6854,0.97023,5.527,6.2576
-1.5995,-0.9326,2.2836,10.457,-1.0444,0.27642,2.9621,9.4407,1.4133,-0.61348,5.3728,-0.40392,0.92733,-2.4974,4.3078,4.631,-3.6339,1.6497,7.4004,4.8554,-3.6035,0.20926,1.9647,8.0633,-3.743,1.1994,4.1763,0.48009,-0.041384,3.9555,6.316,-0.43187,4.7694,8.7264,-2.3721,0.84942,-2.1419,0.6448,5.9749,5.9021
-2.9381,-0.12561,2.236,10.26,-1.3804,1.0884,3.565,9.3701,0.019893,-0.33377,5.5203,0.43715,1.2664,-1.7572,4.1302,4.4831,-3.6611,1.398,7.9955,2.8994,-4.3901,0.90504,2.6092,7.5999,-3.3873,2.1273,4.6983,0.51379,0.34181,4.1965,6.3481,0.2166,4.9149,8.0456,-3.1478,2.5998,-1.3531,0.61729,6.29,5.1287
-3.7813,0.62199,2.6966,9.9507,-1.3913,1.8406,4.541,8.8647,-1.429,0.19271,5.6395,1.1857,1.3145,-1.0717,4.1097,4.1988,-3.7046,1.0319,8.3293,0.87534,-4.4376,0.99607,3.4492,6.9979,-3.0301,2.7754,5.3012,0.40223,0.70078,4.5336,6.4271,0.79741,5.0935,7.1307,-3.1924,4.1844,-0.23583,0.85218,6.56,3.9745
-4.1341,1.0113,3.53,9.5167,-1.3784,2.4506,5.7323,7.7332,-2.8465,0.84094,5.8517,1.7232,1.1735,-0.46569,4.197,3.7809,-3.7845,0.56674,8.4624,-0.82022,-3.8188,0.56385,4.1007,6.3634,-2.7542,3.1819,5.8981,0.19217,1.0442,4.9669,6.5451,1.2843,5.2409,6.1485,-2.776,5.2848,1.1099,1.2358,6.7694,2.5309
-4.0335,0.90207,4.3983,8.972,-1.4981,2.9224,6.9276,5.8253,-4.057,1.3149,6.2506,2.0123,0.93308,0.07034,4.359,3.2261,-3.8906,0.00017096,8.4763,-1.8644,-2.6761,0.021868,4.4221,5.8345,-2.5204,3.4062,6.4361,-0.057299,1.3803,5.503,6.682,1.6289,5.3064,5.2226,-2.1575,5.8873,2.5225,1.6681,6.8179,0.94603
-3.4935,0.40806,4.9864,8.3997,-1.7204,3.2652,7.9074,3.168,-4.8135,1.2003,6.7591,2.1359,0.6494,0.54897,4.5681,2.5321,-3.9834,-0.67983,8.4225,-2.0652,-1.3009,-0.21986,4.5478,5.4434,-2.2892,3.5086,6.8885,-0.28809,1.7104,6.1475,6.7944,1.768,5.2756,4.4432,-1.4898,6.1382,3.8793,2.0832,6.5908,-0.57404
-2.5614,-0.16064,5.1981,7.8944,-1.9351,3.4863,8.4807,0.086162,-4.76,0.26635,7.0934,2.3219,0.34,0.97206,4.7956,1.71,-3.9924,-1.4726,8.2849,-1.4092,-0.097969,-0.028828,4.6696,5.115,-2.0642,3.5372,7.2516,-0.45516,2.0273,6.8946,6.8066,1.6449,5.1832,3.8798,-0.83511,6.2127,5.1098,2.4016,6.025,-1.7969
-1.4031,-0.47733,5.171,7.4797,-2.0637,3.6197,8.5597,-2.7829,-3.5034,-1.0976,7.0023,2.8011,-0.018245,1.3342,5.0128,0.79963,-3.8207,-2.3297,7.9751,-0.074444,0.60417,0.44231,4.8742,4.7538,-1.8702,3.5196,7.5397,-0.53124,2.3208,7.7164,6.6087,1.2448,5.1047,3.5838,-0.2068,6.2542,6.16,2.4999,5.17,-2.544
-0.26728,-0.37614,5.1255,7.0978,-2.096,3.7188,8.2133,-4.7299,-1.0559,-1.8619,6.6326,3.504,-0.44392,1.6384,5.1986,-0.12276,-3.3674,-3.1267,7.3859,1.613,0.71208,0.95653,5.1574,4.3011,-1.7236,3.4651,7.778,-0.50297,2.5856,8.5561,6.0746,0.63097,5.1145,3.5885,0.40142,6.3562,6.9573,2.2472,4.2193,-2.7723
0.65932,0.11675,5.2123,6.6565,-2.0689,3.8211,7.6335,-5.4197,1.8,-1.1496,6.4191,4.0305,-0.90789,1.9009,5.3454,-0.95369,-2.5754,-3.6823,6.4981,3.283,0.37991,1.3812,5.4946,3.7413,-1.622,3.3723,7.9937,-0.36228,2.8269,9.3294,5.1076,-0.047306,5.2251,3.9098,1.0056,6.5568,7.3988,1.5971,3.461,-2.5729
1.3362,0.88219,5.471,6.0628,-2.0291,3.9299,7.0343,-5.0782,4.044,1.0209,6.4676,3.9149,-1.3446,2.1226,5.4591,-1.587,-1.4783,-3.8386,5.45,4.6608,-0.10447,1.7171,5.8655,3.0791,-1.5465,3.2365,8.2105,-0.097476,3.0615,9.9338,3.6994,-0.59375,5.3597,4.5389,1.6333,6.8329,7.3684,0.66453,3.1366,-2.0786
1.8195,1.8031,5.8552,5.2307,-2.0033,4.0186,6.5688,-4.1937,5.2309,3.92,6.3646,2.8689,-1.6089,2.2584,5.5519,-1.9374,-0.21038,-3.5422,4.477,5.6496,-0.48305,2.0113,6.2438,2.3221,-1.4628,3.056,8.4462,0.31256,3.3109,10.264,1.9676,-0.8293,5.409,5.4234,2.3264,7.0932,6.784,-0.29398,3.2947,-1.3654
2.1773,2.7882,6.2538,4.0962,-1.9758,4.0445,6.3076,-3.1564,5.5682,6.6957,5.5192,1.0852,-1.5135,2.26,5.6293,-1.9546,1.0391,-2.8557,3.7713,6.2946,-0.63462,2.2916,6.5897,1.486,-1.3223,2.8425,8.7104,0.89647,3.588,10.227,0.14468,-0.64786,5.3526,6.466,3.1169,7.1724,5.6566,-1.003,3.7568,-0.44569
2.46,3.7558,6.5033,2.6568,-1.8821,3.9666,6.252,-2.1439,5.4965,8.7284,3.5827,-0.62436,-1.083,2.1925,5.6896,-1.6431,2.0958,-1.911,3.4008,6.6874,-0.57049,2.5632,6.8544,0.61,-1.0697,2.6357,9.006,1.6748,3.8734,9.7559,-1.4861,-0.067874,5.3439,7.5606,3.941,6.8414,4.1475,-1.2978,4.2402,0.65408
2.7201,4.6239,6.416,1.024,-1.6343,3.78,6.3595,-1.1731,5.3781,9.7241,0.83552,-1.3059,-0.6445,2.1955,5.7461,-1.0824,2.8625,-0.85217,3.3331,6.8993,-0.36735,2.8253,6.995,-0.23899,-0.66406,2.5139,9.3342,2.6229,4.0865,8.8353,-2.6938,0.72269,5.6434,8.6321,4.5141,5.902,2.6025,-1.1803,4.555,1.8435
3.0216,5.3079,5.841,-0.56554,-1.1919,3.5541,6.5723,-0.18741,5.3948,9.6674,-1.8764,-0.56803,-0.35781,2.3127,5.8295,-0.39166,3.336,0.20942,3.5005,6.9648,-0.11085,3.0769,6.9874,-0.98035,-0.10542,2.5893,9.704,3.6162,4.0713,7.5505,-3.3836,1.4057,6.4123,9.596,4.318,4.4352,1.4691,-0.79309,4.7043,3.0185
3.403,5.7083,4.7427,-1.8252,-0.63651,3.42,6.8536,0.86507,5.5583,8.7178,-3.751,1.174,0.1326,2.5456,5.9496,0.32007,3.5737,1.214,3.8407,6.8879,0.12879,3.3169,6.8337,-1.548,0.54935,2.9762,10.134,4.3818,3.6506,6.1358,-3.6005,1.7029,7.5393,10.229,2.8988,3.027,1.0105,-0.30526,4.8036,4.1327
3.8251,5.7004,3.2612,-2.5486,-0.15575,3.474,7.2111,1.9753,5.733,7.1201,-4.5554,3.0113,1.2488,2.9237,6.051,0.95801,3.6546,2.1483,4.3027,6.6499,0.30357,3.5444,6.5596,-1.9168,1.1991,3.7451,10.619,4.5123,2.7879,4.9483,-3.4636,1.5558,8.6811,10.127,0.41294,2.4998,1.1175,0.21091,4.9531,5.1918
4.1401,5.1776,1.7098,-2.6999,0.097075,3.692,7.6921,3.0525,5.6739,5.1667,-4.5715,4.1703,2.9721,3.4042,6.011,1.4491,3.663,3.0315,4.8345,6.2148,0.39225,3.7607,6.2051,-2.1097,1.7366,4.8854,11.044,3.6072,1.7721,4.2679,-3.1085,1.1368,9.5065,8.9882,-2.2228,3.1342,1.653,0.74337,5.2045,6.1997
4.104,4.1729,0.46762,-2.4162,0.13304,3.9684,8.3413,3.9214,5.1189,3.2044,-4.1841,4.4067,4.9321,3.9163,5.6878,1.7716,3.6851,3.8966,5.3628,5.5374,0.40802,3.9697,5.81,-2.1841,2.0867,6.2868,11.081,1.5619,1.1718,4.0618,-2.6691,0.68219,9.918,6.9643,-4.0913,4.2787,2.7453,1.2681,5.5633,7.1135
3.4841,2.9722,-0.21766,-1.9235,0.091002,4.2245,9.1374,4.3202,3.9586,1.6305,-3.6372,3.9197,6.7429,4.4458,4.9822,1.9592,3.8026,4.7725,5.7726,4.5849,0.40454,4.1766,5.3998,-2.2069,2.2225,7.7419,10.241,-1.1611,1.4262,4.0983,-2.2943,0.32623,10.026,4.5246,-4.9934,4.9419,4.4086,1.7826,5.9733,7.8077
2.261,2.0393,-0.37163,-1.4016,0.099468,4.4567,9.9549,3.9601,2.4268,0.75701,-3.0547,3.0841,8.184,4.962,3.8673,2.0849,4.0842,5.666,5.8927,3.3791,0.46605,4.388,4.9742,-2.2342,2.1564,8.995,8.1978,-3.6813,2.3441,4.3256,-2.1344,0.078567,9.9813,2.0906,-5.1835,4.5671,6.2903,2.4365,6.3348,8.0614
0.76014,1.7237,-0.20217,-0.91792,0.21002,4.7112,10.585,2.7123,1.0974,0.58524,-2.4875,2.2323,9.1993,5.3249,2.4115,2.2418,4.5876,6.5352,5.5098,2.0471,0.66515,4.6198,4.5029,-2.3013,1.9198,9.8467,5.1202,-5.3004,3.0779,4.8351,-2.2623,-0.10493,9.8835,-0.056677,-4.8137,3.2213,7.9121,3.588,6.5147,7.5993
-0.46172,1.9879,0.12955,-0.47974,0.42378,5.0441,10.807,0.80718,0.557,0.79682,-1.9389,1.5586,9.8342,5.3269,0.80315,2.4857,5.3674,7.2482,4.4317,0.84482,0.99728,4.8986,3.9351,-2.419,1.5427,10.247,1.6276,-5.7961,2.815,5.4693,-2.574,-0.25881,9.7791,-1.6735,-3.8391,1.4572,8.9188,5.5044,6.2421,6.2438
-0.96346,2.4638,0.56957,-0.094321,0.72604,5.492,10.462,-1.2118,1.0225,1.1029,-1.4272,1.1304,10.185,4.8229,-0.69439,2.746,6.4469,7.5486,2.6167,0.1018,1.3627,5.233,3.2246,-2.5673,1.0418,10.301,-1.5005,-5.1012,1.5276,5.9073,-2.7673,-0.38367,9.6843,-2.5195,-2.3002,0.076202,9.2021,7.8676,5.0478,4.2517
-0.75096,2.8469,1.0592,0.23043,1.0988,6.0535,9.5003,-2.8065,2.2341,1.5162,-1.0062,0.93719,10.354,3.8088,-1.8557,2.8163,7.7158,7.101,0.33326,0.055247,1.6895,5.5744,2.3591,-2.6862,0.42377,10.193,-3.53,-3.2286,0.069522,6.0755,-2.5882,-0.45535,9.5993,-2.4735,-0.56173,-0.34805,9.0304,9.7294,2.6623,2.5703
-0.12337,3.1221,1.5189,0.50341,1.5275,6.6825,7.9809,-3.7472,3.6364,2.1952,-0.75255,0.92169,10.418,2.4085,-2.5476,2.4922,8.8758,5.7214,-1.8259,0.60515,2.0979,5.8336,1.3584,-2.6746,-0.29411,10.084,-3.9749,-0.69402,-0.49945,6.18,-2.1116,-0.43852,9.5159,-1.658,0.8595,0.16127,8.9037,10.212,-0.36814,2.2433
0.94103,3.3394,1.876,0.74639,2.0051,7.2929,6.0202,-4.1308,4.6916,3.1479,-0.75221,0.99119,10.409,0.84204,-2.6822,1.7626,9.6134,3.665,-3.2659,1.2447,2.7831,5.9179,0.24927,-2.4087,-1.0452,10.01,-2.825,1.5005,0.13499,6.2944,-1.656,-0.32119,9.4268,-0.39923,1.6626,1.1853,9.1205,9.0481,-2.9563,3.302
